"determiner","target_object1","figure","ExpFiller","correctAns1","object1","prime","target2","location3","location5","Prime","display_type","list","correctAns2","location4","size","workerid","object3","condition","target_figure3","instruction1","response","Res_object","condition1","location1","Answer.condition","target_object3","location10","Answer.time_in_minutes","instruction3","location6","object4","location9","location8","target1","size1","determiner1","displayID","response_times","competitor2","location7","location2","competitor1","object2","target_figure1","Intro_object","setting","speaker_cond"
"three","","Susan's","Exp","AOI3","","",9,"3_oranges","1_apple","GirlThreeSusanOranges","44-22",1,"AOI9","2_bananas","big",1,"","num","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_apples","undefined","3_oranges","girl",5.5356,"Click on the girl that has three of Susan's oranges","1_orange","","girl","boy",3,"","",23,"[1014, 2385, 3577, 4081]",10,"boy","2_pears",4,"","","","fruit","list1"
"one","","Michael's","Filler","AOI3","","",9,"1_eraser","2_erasers","GirlOneMichaelErasers","33-33",1,"AOI9","3_rulers","small",1,"","one","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","1_eraser","girl",5.5356,"Click on the girl that has one of Michael's erasers","0","","girl","boy",3,"","",41,"[1564, 2388, 3759, 4223]",10,"boy","3_scissors",4,"","","","stationeries","list1"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",1,"AOI10","1_pear","small",1,"","one","girl","","['AOI8', 'AOI8', 'AOI10', 'AOI10']","","","3_bananas","undefined","1_pear","girl",5.5356,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[1373, 2036, 4542, 5206]",9,"boy","3_oranges",3,"","","","fruit","list1"
"three","","Amy's","Exp","AOI2","","",8,"2_plates","1_spoon","BoyThreeAmyKnives","33-33",1,"AOI8","3_forks","big",1,"","num","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI8']","","","2_spoons","undefined","3_knives","girl",5.5356,"Click on the boy that has three of Amy's knives","1_plate","","girl","boy",2,"","",14,"[1127, 2281, 3527, 4007]",7,"boy","3_knives",1,"","","","kitchenwares","list1"
"some","","Amy's","Exp","AOI3","","",9,"2_knives","1_spoon","GirlSomeAmyKnives","33-33",1,"AOI9","3_forks","small",1,"","some","girl","","['AOI8', 'AOI9', 'AOI10', 'AOI9']","","","2_spoons","undefined","2_knives","girl",5.5356,"Click on the girl that has some of Amy's knives","1_knife","","girl","boy",3,"","",15,"[1669, 3105, 4671, 6183]",10,"boy","3_plates",4,"","","","kitchenwares","list1"
"some","","Susan's","Exp","AOI4","","",10,"2_pears","1_banana","GirlSomeSusanBananas","44-22",1,"AOI10","3_bananas","big",1,"","some","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI10']","","","3_oranges","undefined","3_bananas","girl",5.5356,"Click on the girl that has some of Susan's bananas","1_orange","","girl","boy",4,"","",19,"[1793, 2999, 3967, 4839]",9,"boy","2_apples",3,"","","","fruit","list1"
"some","","Amy's","Exp","AOI3","","",9,"3_forks","1_fork","GirlSomeAmyForks","44-22",1,"AOI9","2_knives","big",1,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_spoons","undefined","3_forks","girl",5.5356,"Click on the girl that has some of Amy's forks","1_plate","","girl","boy",3,"","",34,"[978, 1554, 2928, 3504]",10,"boy","3_plates",4,"","","","kitchenwares","list1"
"three","","Amy's","Exp","AOI1","","",7,"3_spoons","1_spoon","BoyThreeAmyPlates","44-22",1,"AOI7","2_knives","big",1,"","num","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","3_plates","undefined","3_plates","girl",5.5356,"Click on the boy that has three of Amy's plates","1_plate","","girl","boy",1,"","",31,"[663, 1760, 2481, 3000]",8,"boy","2_forks",2,"","","","kitchenwares","list1"
"two","","Michael's","Exp","AOI3","","",9,"2_rulers","1_ruler","GirlTwoMichaelRulers","33-33",1,"AOI9","3_erasers","small",1,"","num","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","2_rulers","girl",5.5356,"Click on the girl that has two of Michael's rulers","1_scissor","","girl","boy",3,"","",9,"[1358, 2533, 3788, 4188]",10,"boy","2_scissors",4,"","","","stationeries","list1"
"some","","Michael's","Exp","AOI1","","",7,"2_rulers","1_ruler","BoySomeMichaelErasers","33-33",1,"AOI7","3_scissors","small",1,"","some","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI7']","","","2_erasers","undefined","2_erasers","girl",5.5356,"Click on the boy that has some of Michael's erasers","1_eraser","","girl","boy",1,"","",11,"[1059, 2496, 4175, 5127]",8,"boy","3_pencils",2,"","","","stationeries","list1"
"three","","Michael's","Exp","AOI3","","",9,"3_scissors","1_pencil","GirlThreeMichaelScissors","33-33",1,"AOI9","2_pencils","big",1,"","num","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_rulers","undefined","3_scissors","girl",5.5356,"Click on the girl that has three of Michael's scissors","1_eraser","","girl","boy",3,"","",10,"[1235, 2121, 3360, 3706]",10,"boy","2_erasers",4,"","","","stationeries","list1"
"four","","Michael's","Filler","AOI4","","",10,"3_scissors","1_ruler","GirlFourMichaelPencils","44-22",1,"AOI10","4_pencils","big",1,"","four","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","1_ruler","undefined","4_pencils","girl",5.5356,"Click on the girl that has four of Michael's pencils","1_scissor","","girl","boy",4,"","",48,"[691, 1260, 2554, 2886]",9,"boy","2_erasers",3,"","","","stationeries","list1"
"some","","Amy's","Exp","AOI2","","",8,"2_forks","1_spoon","BoySomeAmySpoons","44-22",1,"AOI8","3_knives","big",1,"","some","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI8']","","","2_plates","undefined","3_spoons","girl",5.5356,"Click on the boy that has some of Amy's spoons","1_knife","","girl","boy",2,"","",33,"[1142, 2445, 3635, 4734]",7,"boy","3_spoons",1,"","","","kitchenwares","list1"
"all","","Amy's","Exp","AOI4","","",10,"3_knives","1_spoon","GirlAllAmyPlates","44-22",1,"AOI10","2_plates","small",1,"","all","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI10']","","","3_spoons","undefined","2_plates","girl",5.5356,"Click on the girl that has all of Amy's plates","1_knife","","girl","boy",4,"","",35,"[1991, 3295, 4736, 5727]",9,"boy","2_forks",3,"","","","kitchenwares","list1"
"all","","Susan's","Exp","AOI2","","",8,"2_bananas","1_apple","BoyAllSusanPears","33-33",1,"AOI8","3_oranges","big",1,"","all","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI8']","","","2_apples","undefined","3_pears","girl",5.5356,"Click on the boy that has all of Susan's pears","1_banana","","girl","boy",2,"","",3,"[2127, 3545, 4689, 5783]",7,"boy","3_pears",1,"","","","fruit","list1"
"some","","Michael's","Exp","AOI2","","",8,"2_pencils","1_pencil","BoySomeMichaelScissors","33-33",1,"AOI8","3_erasers","small",1,"","some","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_rulers","undefined","2_scissors","girl",5.5356,"Click on the boy that has some of Michael's scissors","1_scissor","","girl","boy",2,"","",12,"[2664, 3384, 5926, 6606]",7,"boy","2_scissors",1,"","","","stationeries","list1"
"all","","Amy's","Exp","AOI3","","",9,"2_spoons","1_plate","GirlAllAmySpoons","44-22",1,"AOI9","3_forks","small",1,"","all","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_plates","undefined","2_spoons","girl",5.5356,"Click on the girl that has all of Amy's spoons","1_fork","","girl","boy",3,"","",36,"[2730, 3768, 5792, 6262]",10,"boy","2_knives",4,"","","","kitchenwares","list1"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",1,"AOI10","4_plates","big",1,"","four","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","1_knife","undefined","4_plates","girl",5.5356,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[1739, 3336, 4532, 4875]",9,"boy","3_forks",3,"","","","kitchenwares","list1"
"all","","Amy's","Exp","AOI2","","",8,"2_knives","1_spoon","BoyAllAmyForks","33-33",1,"AOI8","3_plates","big",1,"","all","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI8']","","","2_spoons","undefined","3_forks","girl",5.5356,"Click on the boy that has all of Amy's forks","1_knife","","girl","boy",2,"","",17,"[830, 2868, 4128, 5383]",7,"boy","3_forks",1,"","","","kitchenwares","list1"
"two","","Susan's","Exp","AOI1","","",7,"3_bananas","1_banana","BoyTwoSusanApples","44-22",1,"AOI7","2_oranges","small",1,"","num","boy","","['AOI8', 'AOI8', 'AOI7', 'AOI7']","","","2_apples","undefined","2_apples","girl",5.5356,"Click on the boy that has two of Susan's apples","1_pear","","girl","boy",1,"","",24,"[1791, 2797, 4033, 4888]",8,"boy","3_pears",2,"","","","fruit","list1"
"three","","Michael's","Exp","AOI2","","",8,"2_scissors","1_pencil","BoyThreeMichaelErasers","44-22",1,"AOI8","3_pencils","big",1,"","num","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","2_rulers","undefined","3_erasers","girl",5.5356,"Click on the boy that has three of Michael's erasers","1_eraser","","girl","boy",2,"","",27,"[1213, 2005, 3181, 3627]",7,"boy","3_erasers",1,"","","","stationeries","list1"
"all","","Michael's","Exp","AOI3","","",9,"2_erasers","1_pencil","GirlAllMichaelErasers","44-22",1,"AOI9","3_rulers","small",1,"","all","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","2_erasers","girl",5.5356,"Click on the girl that has all of Michael's erasers","1_ruler","","girl","boy",3,"","",26,"[971, 2610, 4393, 4705]",10,"boy","2_scissors",4,"","","","stationeries","list1"
"three","","Susan's","Exp","AOI4","","",10,"2_apples","1_apple","GirlThreeSusanPears","33-33",1,"AOI10","3_pears","big",1,"","num","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","2_oranges","undefined","3_pears","girl",5.5356,"Click on the girl that has three of Susan's pears","1_orange","","girl","boy",4,"","",6,"[1321, 2529, 3759, 4063]",9,"boy","3_bananas",3,"","","","fruit","list1"
"two","","Amy's","Exp","AOI4","","",10,"3_plates","1_fork","GirlTwoAmyForks","33-33",1,"AOI10","2_forks","small",1,"","num","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","2_knives","undefined","2_forks","girl",5.5356,"Click on the girl that has two of Amy's forks","1_knife","","girl","boy",4,"","",13,"[1435, 2195, 3208, 3657]",9,"boy","3_spoons",3,"","","","kitchenwares","list1"
"some","","Susan's","Exp","AOI3","","",9,"3_apples","1_apple","GirlSomeSusanApples","44-22",1,"AOI9","2_oranges","big",1,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_pears","undefined","3_apples","girl",5.5356,"Click on the girl that has some of Susan's apples","1_pear","","girl","boy",3,"","",20,"[1191, 1925, 4180, 4524]",10,"boy","2_bananas",4,"","","","fruit","list1"
"four","","Amy's","Filler","AOI3","","",9,"4_knives","1_spoon","GirlFourAmyKnives","44-22",1,"AOI9","2_forks","big",1,"","four","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","1_spoon","undefined","4_knives","girl",5.5356,"Click on the girl that has four of Amy's knives","1_plate","","girl","boy",3,"","",46,"[723, 2304, 3360, 3776]",10,"boy","3_plates",4,"","","","kitchenwares","list1"
"four","","Michael's","Filler","AOI1","","",7,"2_rulers","1_pencil","BoyFourMichaelScissors","44-22",1,"AOI7","3_erasers","big",1,"","four","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","4_scissors","undefined","4_scissors","girl",5.5356,"Click on the boy that has four of Michael's scissors","1_eraser","","girl","boy",1,"","",43,"[983, 2539, 3593, 3881]",8,"boy","1_pencil",2,"","","","stationeries","list1"
"all","","Michael's","Exp","AOI4","","",10,"2_erasers","1_eraser","GirlAllMichaelRulers","33-33",1,"AOI10","3_rulers","big",1,"","all","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","2_scissors","undefined","3_rulers","girl",5.5356,"Click on the girl that has all of Michael's rulers","1_scissor","","girl","boy",4,"","",8,"[888, 2037, 3846, 4309]",9,"boy","3_pencils",3,"","","","stationeries","list1"
"all","","Susan's","Exp","AOI2","","",8,"3_apples","1_apple","BoyAllSusanOranges","44-22",1,"AOI8","2_pears","small",1,"","all","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI8']","","","3_bananas","undefined","2_oranges","girl",5.5356,"Click on the boy that has all of Susan's oranges","1_banana","","girl","boy",2,"","",21,"[1065, 2465, 3983, 4288]",7,"boy","2_oranges",1,"","","","fruit","list1"
"four","","Susan's","Filler","AOI3","","",9,"4_oranges","1_banana","GirlFourSusanOranges","44-22",1,"AOI9","1_banana","big",1,"","four","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","2_pears","undefined","4_oranges","girl",5.5356,"Click on the girl that has four of Susan's oranges","1_apple","","girl","boy",3,"","",45,"[1210, 2303, 2920, 3263]",10,"boy","3_apples",4,"","","","fruit","list1"
"all","","Susan's","Exp","AOI1","","",7,"3_oranges","1_orange","BoyAllSusanApples","44-22",1,"AOI7","2_bananas","small",1,"","all","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_apples","undefined","2_apples","girl",5.5356,"Click on the boy that has all of Susan's apples","1_pear","","girl","boy",1,"","",22,"[680, 1841, 3049, 3368]",8,"boy","3_pears",2,"","","","fruit","list1"
"some","","Amy's","Exp","AOI4","","",10,"3_spoons","1_fork","GirlSomeAmyPlates","33-33",1,"AOI10","2_plates","small",1,"","some","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","2_forks","undefined","2_plates","girl",5.5356,"Click on the girl that has some of Amy's plates","1_plate","","girl","boy",4,"","",16,"[718, 1782, 3735, 3991]",9,"boy","3_knives",3,"","","","kitchenwares","list1"
"all","","Michael's","Exp","AOI4","","",10,"3_scissors","1_eraser","GirlAllMichaelPencils","44-22",1,"AOI10","2_pencils","small",1,"","all","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","3_erasers","undefined","2_pencils","girl",5.5356,"Click on the girl that has all of Michael's pencils","1_scissor","","girl","boy",4,"","",25,"[1496, 3306, 6208, 6536]",9,"boy","2_rulers",3,"","","","stationeries","list1"
"one","","Michael's","Filler","AOI2","","",8,"3_pencils","2_scissors","BoyOneMichaelRulers","33-33",1,"AOI8","3_scissors","small",1,"","one","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI8']","","","3_erasers","undefined","1_ruler","girl",5.5356,"Click on the boy that has one of Michael's rulers","0","","girl","boy",2,"","",40,"[804, 2258, 3386, 3728]",7,"boy","1_ruler",1,"","","","stationeries","list1"
"some","","Susan's","Exp","AOI2","","",8,"2_bananas","1_banana","BoySomeSusanOranges","33-33",1,"AOI8","3_pears","small",1,"","some","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_apples","undefined","2_oranges","girl",5.5356,"Click on the boy that has some of Susan's oranges","1_orange","","girl","boy",2,"","",2,"[1120, 1719, 2911, 3159]",7,"boy","2_oranges",1,"","","","fruit","list1"
"all","","Michael's","Exp","AOI1","","",7,"3_erasers","1_pencil","BoyAllMichaelScissors","33-33",1,"AOI7","2_rulers","big",1,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","3_scissors","undefined","3_scissors","girl",5.5356,"Click on the boy that has all of Michael's scissors","1_ruler","","girl","boy",1,"","",7,"[795, 1450, 2881, 3281]",8,"boy","2_pencils",2,"","","","stationeries","list1"
"two","","Susan's","Exp","AOI4","","",10,"3_oranges","1_banana","GirlTwoSusanBananas","33-33",1,"AOI10","2_bananas","small",1,"","num","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","2_pears","undefined","2_bananas","girl",5.5356,"Click on the girl that has two of Susan's bananas","1_pear","","girl","boy",4,"","",5,"[631, 2056, 3009, 3607]",9,"boy","3_apples",3,"","","","fruit","list1"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",1,"AOI8","2_apples","big",1,"","four","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","1_orange","undefined","4_bananas","girl",5.5356,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[1470, 2135, 3195, 3491]",7,"boy","4_bananas",1,"","","","fruit","list1"
"two","","Michael's","Exp","AOI2","","",8,"2_erasers","1_ruler","BoyTwoMichaelPencils","44-22",1,"AOI8","3_rulers","small",1,"","num","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",5.5356,"Click on the boy that has two of Michael's pencils","1_scissor","","girl","boy",2,"","",28,"[998, 1509, 2543, 2812]",7,"boy","2_pencils",1,"","","","stationeries","list1"
"one","","Amy's","Filler","AOI1","","",7,"3_forks","2_plates","BoyOneAmyPlates","33-33",1,"AOI7","3_spoons","small",1,"","one","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_plate","undefined","1_plate","girl",5.5356,"Click on the boy that has one of Amy's plates","0","","girl","boy",1,"","",38,"[685, 1229, 1931, 2267]",8,"boy","3_knives",2,"","","","kitchenwares","list1"
"some","","Michael's","Exp","AOI4","","",10,"2_scissors","1_ruler","GirlSomeMichaelRulers","44-22",1,"AOI10","3_rulers","big",1,"","some","girl","","['AOI7', 'AOI7', 'AOI10', 'AOI10']","","","3_erasers","undefined","3_rulers","girl",5.5356,"Click on the girl that has some of Michael's rulers","1_eraser","","girl","boy",4,"","",30,"[527, 1239, 4160, 5326]",9,"boy","2_pencils",3,"","","","stationeries","list1"
"all","","Susan's","Exp","AOI3","","",9,"3_bananas","1_orange","GirlAllSusanBananas","33-33",1,"AOI9","2_oranges","big",1,"","all","girl","","['AOI10', 'AOI10', 'AOI9', 'AOI9']","","","2_pears","undefined","3_bananas","girl",5.5356,"Click on the girl that has all of Susan's bananas","1_pear","","girl","boy",3,"","",4,"[2857, 3657, 5441, 5625]",10,"boy","3_apples",4,"","","","fruit","list1"
"all","","Amy's","Exp","AOI1","","",7,"3_spoons","1_plate","BoyAllAmyKnives","33-33",1,"AOI7","2_forks","big",1,"","all","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","3_knives","undefined","3_knives","girl",5.5356,"Click on the boy that has all of Amy's knives","1_fork","","girl","boy",1,"","",18,"[1266, 2394, 3215, 4393]",8,"boy","2_plates",2,"","","","kitchenwares","list1"
"one","","Amy's","Filler","AOI2","","",8,"3_plates","2_spoons","BoyOneAmySpoons","33-33",1,"AOI8","3_knives","small",1,"","one","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_forks","undefined","1_spoon","girl",5.5356,"Click on the boy that has one of Amy's spoons","0","","girl","boy",2,"","",39,"[1584, 2197, 3280, 3542]",7,"boy","1_spoon",1,"","","","kitchenwares","list1"
"some","","Susan's","Exp","AOI1","","",7,"2_apples","1_apple","BoySomeSusanPears","33-33",1,"AOI7","3_oranges","small",1,"","some","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_pears","undefined","2_pears","girl",5.5356,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",1,"","",1,"[892, 1420, 2548, 2780]",8,"boy","3_bananas",2,"","","","fruit","list1"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",1,"AOI7","3_oranges","small",1,"","one","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",5.5356,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[684, 1261, 2725, 2909]",8,"boy","3_pears",2,"","","","fruit","list1"
"","2_apples","Susan","Prac","AOI1","apples","BoySomeSusanapples",NA,"2_pears","1_apple","","33-33",NA,"AOI7","3_oranges","",2,"D3_bananas","","","Click on the boy that has some of Susan's apples","['AOI1', 'AOI7', 'AOI7', 'AOI7']","Fruit_residue","some","2_apples","undefined","","girl",7.49275,"","1_pear","D3_oranges","girl","boy",1,"small","some",1,"",NA,"boy","3_bananas",2,"D3_pears","boy","Fruit_Susan_Monday","fruit","list1"
